id,Koulun nimi,name,desc,precision,latitude,longitude,1a. Onko koulussanne ollut tai onko koulussanne tällä hetkellä,1b. Onko havaittu ongelma vielä olemassa?,1c. Tarkenna halutessasi vastausta,2a. Miten tilanne on varmennettu rakennusteknisesti tai muilla tutkimuksilla?,2b. Tarkenna halutessasi vastausta,3. Minä vuonna ongelma on havaittu?,4a. Onko kouluterveydenhuolto selvittänyt oppilaiden oireilua tai sairastumista?,4b. Onko työterveyshuolto selvittänyt työntekijöiden oireilua tai sairastumista?,5. Onko koulunne oppilaita siirretty muihin tiloihin ongelmien vuoksi?,"6. Arvionne, millä summalla korjaustöitä on tehty?",7. Onko teille myönnetty näihin korjauksiin valtion kohdentamaa tukea?,8. Mitä esteitä on tullut ongelman hoitamisessa ja rakennuksen kuntoon saattamisessa?,Koulurakennuksen rakennusvuosi,Peruskoulun oppilasmäärä
662,Harjun koulu,"Kuopiontie 22, 76150 Pieksämäki","Kuopiontie 22, FI-76150 Pieksämäki, Finland",address,62.29407,27.13353,kosteus- ja homeongelma,Ei,Kellaritiloihin tuli vettä.,Muulla kuntoarviolla,,,Ei,Ei,Ei,0 – 10 000 €,Ei,"Ei ole ollut esteitä Tilanne on korjattu. Koulun turvallisuus- ja terveystarkastusten yhteydessä tilannetta on seurattu, eikä ongelmia ole toistaiseksi ollut. Oppilailla tai työtekijöillä ei ole havaittu oireilua tai sairastumisia asian johdosta.",1962,269
663,Einari Vuorelan koulu (ent.Jukojärven koulu),"Jukojärventie 550, 42700 Keuruu","Jukojärventie 550, FI-42700 Keuruu, Finland",address,62.30079,24.80428,kosteus- ja homeongelma,Ei,"Me olemme olleet väistötiloissa useamman vuoden huonon sisäilman, homeongelmien tms. vuoksi. Meille on rakennettu uusi koulu ja pääsemme sinne todennäköisesti helmikuussa.",Rakennuksen kuntotutkimuksella,,2011,Kyllä,Ei,Kyllä,Yli 10 000 000 €,Kyllä,"Todella pitkä aika odottaa kaupungilta päätöstä, rakennetaanko uusi koulu vai ei!! Päätöksen jälkeen hommat alkoivat sujua.",2015,26
664,Iittalan yhtenäiskoulu,Hollaajantie 2 14500 Iittala,"Hollaajantie 2, FI-14500 Hämeenlinna, Finland",address,61.08982,24.12642,koulussamme ei ole havaittu sisäilmaan liittyviä ongelmia,Ei,Koulu on peruskorjattu ja laajennettu 2006,Sisäilmanlaadun tutkimuksilla,,,,,,,,,1953,370
665,Huutijärven koulu,"Jokioistentie 7, 36270 Kangasala, Finland","Jokioistentie 7, FI-36270 Kangasala, Finland",address,61.45161,24.10868,"jokin muu sisäilmaongelma (esim. ilmanvaihtoon, lämpöoloihin tai sisäilman laatuun liittyviä ongelmia)",Kyllä,"Koulurakennusta on korjattu, mutta rakennuksessa altistuneet opettajat eivät voi siellä työskennellä.<br /><br />Kyseessä on viime vuosisadan alussa rakennettu hirsirakennus, johon asennettin ilmastointi. Ongelmat alkoivat ilmastoinnin myötä.",Muulla kuntoarviolla; Sisäilmanlaadun tutkimuksilla,Rakennuksen sisäilmaa ja tilaa on kiitettävästi seurattu tilapalvelusta.,2001,Ei,Ei,Ei,10 000 – 100 000 €,Ei,"Aluksi ongelmana oli ymmärtää epämääräisten oireiden syy.<br />Kun henkilökunta ja rehtori olivat ""varmoja"" asiasta aloitettiin painostus <br />tilanteen korjaamiseksi. <br />Tuolloin tietämystä sisäilmaongelmista oli vähemmän nykytilanteeseen verrattuna.<br /><br />Rehtorille äärimmäisen raskas prosessi. ",1908,228
666,Rintalan koulu,Rintalantie 24 62410 Rintala,"Rintalantie 24, FI-62410 Kauhava, Finland",address,63.21998,23.14009,koulussamme ei ole havaittu sisäilmaan liittyviä ongelmia,,,Ei millään em. tavalla,,,,,,,,,1907,25
667,Sammalselän koulu,"Opintie 1, 77600 Suonenjoki","Opintie 1, FI-77600 Suonenjoki, Finland",address,62.62475,27.14241,kosteus- ja homeongelma,Ei,"Muutamassa kohdassa kosteusongelmia, mitkä on korjattu suunnitellusti.",Muulla kuntoarviolla; Sisäilmanlaadun tutkimuksilla,,2014,Kyllä,Kyllä,Ei,0 – 10 000 €,Ei,"Ei mitään, pienet ongelmat on korjattu yhteisymmärryksessä teknisen toimen kanssa yhteisymmärryksessä.",1989,134
668,Herajoen koulu,"Rintapellontie 14, 11710 RIIHIMÄKI","Rintapellontie 14, FI-11710 Riihimäki, Finland",address,60.71292,24.73965,"jokin muu sisäilmaongelma (esim. ilmanvaihtoon, lämpöoloihin tai sisäilman laatuun liittyviä ongelmia); koulussamme ei ole havaittu sisäilmaan liittyviä ongelmia",En osaa sanoa,"Koulumme toimii neljässä eri rakennuksessa, jotka ovat rakennettu 1908-2007 välillä. Jokaisella rakennuksella on omanlaisiaan ominaispiirteitä ja ongelmia, mutta tähän kyselyyn ei oikein taivu monirakennuksisen koulun vastaukset. Yksiselitteisiä vastauksia tyylin onko vai ei, ei koko koulun tilanteesta pysty antamaan.<br /><br />Rakennusten valmistumisvuodet 1908, 1923, 1986, 2007",Rakennuksen kuntotutkimuksella; Sisäilmanlaadun tutkimuksilla; Ei millään em. tavalla,Ks. kohta 1c,2012,En osaa sanoa,Kyllä,Ei,10 000 – 100 000 €,En osaa sanoa,,1908,185
669,Tuupovaaran yhtenäiskoulu,"Vesitornintie 5 A, 82730 Tuupovaara, Finland","Vesitornintie 5A, FI-82730 Joensuu, Finland",address,62.49096,30.61354,"jokin muu sisäilmaongelma (esim. ilmanvaihtoon, lämpöoloihin tai sisäilman laatuun liittyviä ongelmia)",Kyllä,"Asiaa tutkittiin viime syksyn aikana. Tulokset julkistettiin nyt tammikuussa 2016.<br /><br />Koulurakennuksia on käytännössä kolme: Yksi rakennuksista on oikein hyvässä kunnossa, mutta kahdessa on ongelmakohtia.",Rakennuksen kuntotutkimuksella; Sisäilmanlaadun tutkimuksilla,,,Ei,Kyllä,Ei,Rahaa ei ole käytetty,En osaa sanoa,"Toistaiseksi rahaa ei ole käytetty paljoa. Olen ollut tässä koulussa 2,5 vuotta; sinä aikana ei ole rahaa käytetty, mutta nyt tehtiin tarkastus, ja kaupungin tekninen toimi tulee reagoimaan tutkimuksen tulokseen. Jo tulevalla viikolla koululle tulee työryhmä tulee suunnittelemaan jatkotoimia - tehdäänkö kunnon remonttia vai exit-korjaus (eli vedetään maalia päälle :)).",1957,1957
670,Luovan koulu,"Oppaanmäentie 89, 61230 Luopa","Oppaanmäentie 89, FI-61230 Kurikka, Finland",address,62.58506,22.5451799,"jokin muu sisäilmaongelma (esim. ilmanvaihtoon, lämpöoloihin tai sisäilman laatuun liittyviä ongelmia)",Ei,Juuri nyt on meidän koulu remontissa.,Sisäilmanlaadun tutkimuksilla,,2014,Ei,Kyllä,Kyllä,10 000 – 100 000 €,Ei,,1985,68
671,Iisveden koulu,"Tapiolantie 2, 77800 Iisvesi","Tapiolantie 2, FI-77800 Suonenjoki, Finland",address,62.65971,27.05402,"jokin muu sisäilmaongelma (esim. ilmanvaihtoon, lämpöoloihin tai sisäilman laatuun liittyviä ongelmia)",Kyllä,"Ilmanvaihtosysteemit vuodelta -54, tuloilmaa vain seinästä pulpettien korkeudella olevista aukoista. Muutkin vanhan talon rakenteet. Remontti alkamassa kesällä 2016.",Sisäilmanlaadun tutkimuksilla,,2000,Ei,Kyllä,Ei,10 000 – 100 000 €,Ei,,1954,67
672,Utin koulu,"Opintie 1, 45410 Utti","Opintie 1, FI-45410 Kouvola, Finland",address,60.8825317,26.9239596,koulussamme ei ole havaittu sisäilmaan liittyviä ongelmia,Ei ole ollut ongelmaa,,Ei millään em. tavalla,,,,,,,,,1995,80
673,Huutoniemen koulu,"Mannerheimintie 41, 65320 Vaasa","Mannerheimintie 41, FI-65320 Vaasa, Finland",address,63.0937311,21.6756395,"jokin muu sisäilmaongelma (esim. ilmanvaihtoon, lämpöoloihin tai sisäilman laatuun liittyviä ongelmia)",Kyllä,Yksi aikaisemmin muissa rakennuksissa oireillut uusi opettaja reagoinut. Yhdenkään oppilaan oireilusta ei ole ilmoitettu.<br />,Rakennuksen kuntotutkimuksella; Sisäilmanlaadun tutkimuksilla,"Rakennuksessa tehty erittäin tarkat kosteus ja ilmanlaatututkimukset. Tiloissa, joissa herkistynyt henkilö on oireillut, tehty yläpintojen suursiivous, ilman vaihto tarkistettu ja säädetty sekä tehdään vielä ilman mahdollisten kemikaalien jatkotutkimuksia. Ja vaihdetaan varmuuden vuoksi pinnoitteita.",2015,Ei,Kyllä,Ei,10 000 – 100 000 €,Ei,Ongelman hoitamisessa tai rakennuksen kuntoon saattamisessa ei ole ilmennyt esteitä.<br />Ongelmaan suhtauduttu suurella huolella ja vakavuudella ja tarmolla.,1955,339
674,Kirkonkylän koulu,"Kustaa III tie 12, 45370 Valkeala","Kustaa III tie 12, FI-45370 Kouvola, Finland",address,60.9429,26.80158,"kosteus- ja homeongelma; jokin muu sisäilmaongelma (esim. ilmanvaihtoon, lämpöoloihin tai sisäilman laatuun liittyviä ongelmia)",Kyllä,"rakennus rakennettu 3 eri vaiheessa; 1976, 1982 ja 1995",Rakennuksen kuntotutkimuksella; Sisäilmanlaadun tutkimuksilla,rakennuksen kuntotutkimus meneillään juuri nyt,2010,Kyllä,Kyllä,Ei,0 – 10 000 €,Ei,"ns. ensiaputoimenpiteitä tehty useana vuotena, edelleen odotamme kunnollista ja riittävää peruskorjausta",1976,273
675,Toukarin koulu,"Yrjönkalliontie 5, 28190 Pori","Yrjönkalliontie 5, FI-28190 Pori, Finland",address,61.53336,21.77038,"jokin muu sisäilmaongelma (esim. ilmanvaihtoon, lämpöoloihin tai sisäilman laatuun liittyviä ongelmia)",Kyllä,"Opettajanhuoneen eteisessä tuntuu ummehtunutta hajua, joka todennäköisesti johtuu alapohjan kosteusvaurioista. Alapohjassa todettu kuivalahoa. Opettajanhuone sijaitsee uudemmassa arviolta 1950- luvulla rakennetussa rakennuksessa. Vanhemmassa 1910- valmistuneessa rakennuksessa ei ole havaittu sisäilmaongelmia.",Rakennuksen kuntotutkimuksella; Sisäilmanlaadun tutkimuksilla,,2013,Ei,Ei,Ei,0 – 10 000 €,Ei,Koulu lakkautetaan vuonna 2017.,1910,63
676,Toejoen koulu,"Kansakoulukatu 1, 28200 Pori","Kansakoulukatu 1, FI-28200 Pori, Finland",address,61.49611,21.81734,"jokin muu sisäilmaongelma (esim. ilmanvaihtoon, lämpöoloihin tai sisäilman laatuun liittyviä ongelmia)",Kyllä,"Luokkien ilmastointikoneistot ovat yhdessä rakennuksessa (valm. 1981) nykyisille oppilasmäärille liian pienitehoiset. Tästä johtuen sisäilman laatu on huonohko. Ilmastointikanavat on asianmukaisesti puhdistettu säännöllisin väliajoin. <br /><br />Rakennuksissa on ollut takavuosina kattovuotoja, mutta muutamia vuosia sitten molempiin ""uusiin"" rakennuksiin (valm. 1980 ja 1981) tehtiin kattoremontti. En tiedä, voidaanko em. ongelmaa kutsua varsinaisesti kosteusongelmaksi, koska havaitut vuodot korjattiin välittömästi. <br /><br />Koulurakennukset ovat valmistuneet 1930, 1980, 1981",Ei millään em. tavalla,,,En osaa sanoa,Ei,Ei,,Ei,"Ilmastointikoneistojen uusiminen on iso ja kallis remontti, joka ilmeisesti on ajateltu suoritettavaksi rakennusten tulevien peruskorjausten yhteydessä. ",1980,329
677,Tarvaalan koulu,Satosuontie 2 43130 Tarvaala,"Satosuontie 2, FI-43130 Saarijärvi, Finland",address,62.65587,25.30886,"jokin muu sisäilmaongelma (esim. ilmanvaihtoon, lämpöoloihin tai sisäilman laatuun liittyviä ongelmia)",Kyllä,"Koulussa on tehty tutkimus, jonka perusteella meillä on havaittu lieviä sisäilmaongelmia. Työskentelyä ei kuitenkaan ole vielä kielletty.",Rakennuksen kuntotutkimuksella,,2014,,Ei,Ei,Rahaa ei ole käytetty,Ei,"Kuntotutkimuksen mukaan edessä olisi niin mittava remontti, ettei siihen nähdä mahdollisuuksia. Odotellaan kouluverkkoon liittyviä ratkaisuja...",1964,65
678,Tunkkarin koulu,"Räyringintie 38, 69730 Tunkkari","Räyringintie 38, FI-69730 Veteli, Finland",address,63.48922,23.75073,koulussamme ei ole havaittu sisäilmaan liittyviä ongelmia,Ei ole ollut ongelmaa,,Muulla kuntoarviolla,,,,,,,,,1953,54
679,Kirkonkylän pk,"Opintie 1 C, 93401 Taivalkoski, Finland","Opintie 1c, FI-93400 Taivalkoski, Finland",address,65.57108,28.22841,"jokin muu sisäilmaongelma (esim. ilmanvaihtoon, lämpöoloihin tai sisäilman laatuun liittyviä ongelmia)",En osaa sanoa,"Joku oireilee, mutta syy on tuntematon.",Sisäilmanlaadun tutkimuksilla,,2015,Ei,Kyllä,Ei,0 – 10 000 €,Ei,"- selvittää se, mistä ongelma johtuu (henkilö vai tilat)<br />- selvittää, missä ongelma on",1950,500
680,Vaskion koulu,Puutaivaantie 20 25260 Vaskio,"Puutaivaantie 20, FI-25260 Salo, Finland",address,60.48706,23.00176,"jokin muu sisäilmaongelma (esim. ilmanvaihtoon, lämpöoloihin tai sisäilman laatuun liittyviä ongelmia)",Kyllä,"Koulussa on kaksi rakennusta. Toinen vuodelta 1895 ja toinen 2008. Uudessa rakennuksessa on luokkatiloissa  heittoja lämpötilojen suhteen. Tilanne on hieman korjaantunut ilmanvaihtokanavien eristämisellä ja termostaattien säätämisellä. Ongelma on vähentynyt, mutta ei poistunut. Rakennuksessa on luokka, jossa aina merkittävästi kylmempää kuin muissa luokkatiloissa. Ongelma ei ole aiheuttanut terveyshaittoja tai oireita oppilaille tai työntekijöille.",Ei millään em. tavalla,Ei ole katsottu tarvetta. Osien ongelmaa selittää luokkatilassa oleva varauloskäynnin ovi.,,Ei,Ei,Ei,Rahaa ei ole käytetty,Ei,,1895,66
681,Raikun koulu,"Raikuntie 97, 36520 Raikku, Finland","Raikuntie 97, FI-36520 Kangasala, Finland",address,61.40788,24.18096,koulussamme ei ole havaittu sisäilmaan liittyviä ongelmia,Ei,,Ei millään em. tavalla,Kosteusmittauksia on tehty. Mitään merkittävää ei ole löytynyt.,,,,,,,,1952,43
682,Puuppolan koulu,"Puuppolankoskentie 93, 41120 Puuppola, Finland","Puuppolankoskentie 93, FI-41120 Jyvaskyla, Finland",address,62.34295,25.69781,"jokin muu sisäilmaongelma (esim. ilmanvaihtoon, lämpöoloihin tai sisäilman laatuun liittyviä ongelmia)",En osaa sanoa,Ilmanvaihdon ja lämpötilan kanssa ollut ongelmia mm. maalämmön asentamisesta johtuen.,Sisäilmanlaadun tutkimuksilla,,2013,Kyllä,En osaa sanoa,Kyllä,,En osaa sanoa,,2007,278
683,Vitikkalan koulu,"Joonaantie 1, 42100 Jämsä, Finland","Joonaantie 1, FI-42100 Jämsä, Finland",address,61.8694297,25.1846859,koulussamme ei ole havaittu sisäilmaan liittyviä ongelmia,Ei ole ollut ongelmaa,Uusi koulurakennus vuodelta 2005,Muulla kuntoarviolla,Olemme mukana SISU sisäilmatutkimuksessa vertailukouluna nimenomaan puhtaan sisäilmamme ansiosta,,,,,,,,2005,445
685,Haarajoen koulu,"Haarajoenkatu 2, 04480 Järvenpää, Finland","Haarajoenkatu 2, FI-04480 Järvenpää, Finland",address,60.49758,25.14598,koulussamme ei ole havaittu sisäilmaan liittyviä ongelmia,Ei ole ollut ongelmaa,,Rakennuksen kuntotutkimuksella,,,,,,,,,1957,250
686,Janakan päiväkoti-koulu,Janakantie 6 40800 Vaajakoski,"Näkäntie 6, FI-40800 Jyvaskyla, Finland",address,62.23442,25.88355,koulussamme ei ole havaittu sisäilmaan liittyviä ongelmia,Ei ole ollut ongelmaa,,Sisäilmanlaadun tutkimuksilla,,,,,,,,,2009,147
687,Sydänmaan koulu,Sydänmaantie 323 27130 Eurajoki,"Sydänmaantie 323, FI-27100 Eurajoki, Finland",address,61.2001687,21.8071579,koulussamme ei ole havaittu sisäilmaan liittyviä ongelmia,,,Muulla kuntoarviolla,,,,,,,,,1908,33
688,Ylipään koulu,"Patanantie 774, 69850 Patana","Patanantie 774, FI-69850 Veteli, Finland",address,63.32091,23.89803,koulussamme ei ole havaittu sisäilmaan liittyviä ongelmia,Ei,,Rakennuksen kuntotutkimuksella,,,,,,,,,1993,38
689,Vatjusjärven koulu,"Ojanperäntie 17, 86680 Vatjusjärvi","Ojanperäntie 17, FI-86680 Haapavesi, Finland",address,64.07902,25.30843,koulussamme ei ole havaittu sisäilmaan liittyviä ongelmia,Ei ole ollut ongelmaa,"Koulurakennusten valmistumisvuodet: 1903, 1924, 1998",Rakennuksen kuntotutkimuksella; Sisäilmanlaadun tutkimuksilla,,,,,,,,,1924,52
690,Pernaan koulu,"Vanha-Lapuantie 22, 62220 PERNAA","Vanha Lapuantie 22, FI-62220 Kauhava, Finland",address,63.09042,22.96574,"jokin muu sisäilmaongelma (esim. ilmanvaihtoon, lämpöoloihin tai sisäilman laatuun liittyviä ongelmia)",Kyllä,Osa tiloista on huonosti lämpöeristettyjä ja lämmönlähteet ovat riittämättömät: aulatiloissa kovilla pakkasilla ja talven tuulisina päivinä kylmä.<br /> Osassa rakennuksen siipitiloista on tehty sisäilman vuoksi ilmastointikorjauksia.,Rakennuksen kuntotutkimuksella; Muulla kuntoarviolla; Ei millään em. tavalla,,2005,Ei,Kyllä,Ei,0 – 10 000 €,Ei,,1927,52
691,Jamali,Reposärkäntie 21 81810 Jamali,"Reposärkäntie 21, FI-81810 Lieksa, Finland",address,63.36123,29.86968,koulussamme ei ole havaittu sisäilmaan liittyviä ongelmia,Ei ole ollut ongelmaa,,Rakennuksen kuntotutkimuksella,,,,,,,,,1947,52
692,Köpingin koulu,"Tinurintie 5 H 9 , 66500 Vähäkyrö","Tinurintie 5, FI-66500 Vaasa, Finland",address,63.054,22.10028,kosteus- ja homeongelma,Kyllä,"Erityiskoulumme,( ent. harjaantumiskoulu, ), on kolme luokkaa käsittävä ja olemme olleet jo 4-5 vuotta väistötiloissa. Edellinen koulurakennuksemme oli peruskorjattu ja laajennusrakennettu 2003-2004. Vakavien sisäilmaongelmien vuoksi olemme väistötiloissa. Yhden opetusryhmän tilat ovat vakavasti sisäilmaongelmaiset. Home tuntuisi olevan suurin oireita antava syyllinen. Koska tiloja ei omista kaupunki vaan , vuokratalot asian tutkiminen ja toteaminen ovat jääneet oireiden varaan, sairasteluun ja kärsimiseen. Syksyn mittaan muutama altistunut terapeutti ovat käyneet (1h terapiatuokio), jonka jälkeen viikon kuumeilu , astmalääkityksen tuplaaminen on ollut paikallaan. Lisäksi he eivät voi enää tulla kyseisiin tiloihin. ",Ei millään em. tavalla,"Vuokrataloyhtymä ei usko oireiluja , sairasteluja ( oppilaiden ja työntekijöiden), vaan väittää tilojen olevan kunnossa. Naapurihuoneistossa asukkaat vaihtuvat tiheään huonovointisuuden ja sairastelun vuoksi.<br />Kosteutta on alapohjasta tarkastettu mutta tarkkoja tutkimuksia ei ole homeen kohdalla tehty. Kaupunki ei puutu koska kiinteistö ei ole heidän. Kunnassa on runsaasti sisäilmaongelmaisia koulutiloja sekä muitakin julkisia rakennuksia , joita on peruskorjattu runsaasti tai purettu kokonaan ja rakennettu uudestaan. Nyt Ma 25.1.2016 ryhmä siirtyi pois toisiin väistötiloihin jotka ovat kerrostalossa.",2014,Ei,Kyllä,Kyllä,Rahaa ei ole käytetty,En osaa sanoa,Esteenä on kiinteistön omistussuhde. Omistajana on kuntaliitoksesta huolimatta Vähänkyrön Vuokratalot jossa isännöitsijä vähättelee ja kieltää ongelmat. Erityisluokan oppilaiden vanhempia on kovin vähän ja lisäksi he luottavat asioiden hoidetuksi tulemiseen virkamiestasolla. On ollut hyvin haasteellinen aika kyseisessä huoneistossa. Pienenä erityisryhmänä katoamme ja unohdumme koneiston rattaisiin. Kenenkään ei tarvitse vastata kysymyksiini ja vaatimuksiini. Tosi vahva julkisuudenuhkaus vasta sai pientä liikehdintää aikaan päästäksemme pois tiloista.,1980,16
693,Yppärin koulu,"Vanhamaantie 39, 86170 Yppäri, Finland","Vanha maantie 39, FI-86170 Pyhäjoki, Finland",address,64.40573,24.09704,koulussamme ei ole havaittu sisäilmaan liittyviä ongelmia,Ei ole ollut ongelmaa,,Ei millään em. tavalla,,,,,,,,,2015,75
694,Tevaniemen koulu,"Luhalahdentie 698, 39590 Tevaniemi, Finland","Luhalahdentie 698, FI-39590 Ikaalinen, Finland",address,61.85173,23.04862,kosteus- ja homeongelma,En osaa sanoa,,Rakennuksen kuntotutkimuksella,,2008,Ei,Kyllä,Ei,0 – 10 000 €,En osaa sanoa,,1952,76
695,Hepola koulu,"Satamalehdontie 2, 94830 Kemi","Satamalehdontie 2, FI-94830 Kemi, Finland",address,65.68321,24.66611,koulussamme ei ole havaittu sisäilmaan liittyviä ongelmia,,,Muulla kuntoarviolla,"Tarkastukset kolmen vuoden välein, tosin ilmanvaihtokanavat puhdistettiin v.2014 ensimmäisen kerran sitten rakennusvuoden 1987, vaikka asia nostettiin esille jatkuvasti. Keittiössä toki purkaukset tehty 5v välein. Ilman laatu parantui 20prosenttia tuli vain ilmaa, ennen puhdistusta ja tällöin tulipalon vaara oli suuri. Ilmanvaihtokoneisto vanha vuodelta 1987, vaikka kunnostettu.",,,,,,,,1987,250
696,Sammonlahden koulu,"Saunakivenkatu 12, 53850 Lappeenranta","Saunakivenkatu 12, FI-53850 Lappeenranta, Finland",address,61.04956,28.10688,koulussamme ei ole havaittu sisäilmaan liittyviä ongelmia,Ei ole ollut ongelmaa,,Rakennuksen kuntotutkimuksella,,,,,,,,,1989,330
697,Joutsenon koulu,Penttiläntie 4 54100 Joutseno,"Penttiläntie 4, FI-54100 Lappeenranta, Finland",address,61.11495,28.51117,"jokin muu sisäilmaongelma (esim. ilmanvaihtoon, lämpöoloihin tai sisäilman laatuun liittyviä ongelmia)",Kyllä,,Rakennuksen kuntotutkimuksella,"Tutkimuksen tuloksia odotellaan, jonka vuoksi ei osaa vielä vastata mihinkään kysymykseen.",2013,Kyllä,Kyllä,Ei,Rahaa ei ole käytetty,Ei,Syyt ei ole vielä selvillä ja oireet olivat alkuun yksittäisiä.,1970,450
698,Europaeuksen koulu ja Savitaipaleen lukio,"Koulutie 7, Savitaipale","Koulutie 7, FI-54800 Savitaipale, Finland",address,61.19578,27.69532,koulussamme ei ole havaittu sisäilmaan liittyviä ongelmia,Ei ole ollut ongelmaa,,Rakennuksen kuntotutkimuksella; Sisäilmanlaadun tutkimuksilla,,,,,,,,,2013,260
699,Korvenkylän koulu,"Asematie 20, 55300 Rauha","Asematie 20, FI-55300 Lappeenranta, Finland",address,61.17578,28.69139,"kosteus- ja homeongelma; jokin muu sisäilmaongelma (esim. ilmanvaihtoon, lämpöoloihin tai sisäilman laatuun liittyviä ongelmia)",Ei,"Korjattu ilmanvaihdon ilmamäärä.<br />Rakennettu harjakatto.<br />Laitettu kattoikkunoihin kalvo, joka taittaa valoa.<br /><br />Vanha osa rakennettu 1960, uusi osa 1980. Koko kiinteistö saneerattu 1997-98.",Rakennuksen kuntotutkimuksella; Sisäilmanlaadun tutkimuksilla,Lämpömittauksilla.,1995,Kyllä,Kyllä,Ei,1 000 000 – 10 000 000 €,Ei,"Lämpötilan nousua ei otettu vakavasti, vaan ohjeet olivat ovien auki pitäminen tms. yhtä rakentavaa. Hommiin ryhdyttiin,kun koulussa alettiin tehdä seurantaa käytävän lämpötiloista, jotka lähentelivät pahimmillaan saunalukemia(yli 60 astetta).<br />1997 koulu piti laittaa käyttökieltoon ennen kuin mitään tapahtui.",1960,115
700,Taavetin koulukeskus,Koulutie 4 54500 Taavetti,"Koulutie 4, FI-54500 Luumäki, Finland",address,60.92003,27.55548,"jokin muu sisäilmaongelma (esim. ilmanvaihtoon, lämpöoloihin tai sisäilman laatuun liittyviä ongelmia)",Ei,Ilmanvaihdon säätöjä tehty lukuvuoden aikana.,Ei millään em. tavalla,Ilmastointi säädettiin uudelleen.,2015,Ei,Ei,Ei,Rahaa ei ole käytetty,Ei,,1950,340
701,Kangasvarren koulu,Suoanttilantie 166 54530 Luumäki,"Suoanttilantie 166, FI-54530 Luumäki, Finland",address,60.93864,27.7646,"jokin muu sisäilmaongelma (esim. ilmanvaihtoon, lämpöoloihin tai sisäilman laatuun liittyviä ongelmia)",Kyllä,"Ongelma tutkinnassa.<br />Rakennusvuodet  1895,1950-l. 2001 ja 2009",Rakennuksen kuntotutkimuksella,Tutkimustuloksia odotellaan,2015,Kyllä,Kyllä,Ei,Rahaa ei ole käytetty,,,2001,83
702,Pulpin koulu,Ahvenlammentie 3 54120 Pulp,"Ahvenlammentie 3, FI-54120 Lappeenranta, Finland",address,61.12566,28.4511,koulussamme ei ole havaittu sisäilmaan liittyviä ongelmia,Ei ole ollut ongelmaa,,Muulla kuntoarviolla,,,,,,,,,1949,111
703,Korkea-ahon koulu,"Korkea-ahontie 737, 54300 Lappeenranta","Korkea-Ahon tie 737, FI-54300 Lappeenranta, Finland",address,60.97359,28.08604,"jokin muu sisäilmaongelma (esim. ilmanvaihtoon, lämpöoloihin tai sisäilman laatuun liittyviä ongelmia)",Kyllä,"Suurin osa ongelmista on poistettu (hajuhaitat vähentyneet, ilmanvaihto hyvä).  Keittiössä on vielä kellarimainen haju ja sisäilmatyöryhmä ottaa siihen kantaa kevään 2016 aikana. Materiaalitutkimuksessa löydetty rakenteista mikrobeja jotka ovat tyypillisiä rakennuksen ikään nähden. Alapohjan rakenteissa on kumpuavaa kosteutta.",Rakennuksen kuntotutkimuksella; Sisäilmanlaadun tutkimuksilla,- Radon mittaus menossa.<br />- Materiaali näytteet otettu 2009.<br /><br />- Lapsilla ja opetushenkilökunnalla ei ole ollut oireiluja.<br /><br />-Tarvittavat korjaukset on tehty asiallisesti.,2009,Ei,Ei,Ei,10 000 – 100 000 €,Ei,-  Ei ongelmia.<br /><br />- Tarvittavat korjaukset on tehty. <br />Isompi korjaus tehty 2010. Tänä vuonna on korjattu viemärien hajuhaittoja. Korjaukset ovat menneet suunnitellusti.<br /><br />- Isoja investointeja ei tulla tekemään. Akuutit korjaukset tehdään.,1948,48
